코드	파일수	기정독동일계열	원료명
610500	13	0	히비스커스꽃 발효 Extract(HD)
610501	13	0	홍삼 발효 Extract(HD)
610506	12	0	인삼추출물
610517	13	0	작약추출물
610527	13	0	제주 녹나무잎 추출물
610532	13	0	제주 산소수(HD)
610540	12	0	자목련 EXTRACT(HD)
610555	13	0	키토산추출물
610562	12	0	퀴노아 추출물
610610	12	0	레몬껍질 발효 Extract(HD)
610612	12	0	락토코쿠스발효물
610648	12	0	MARINE COLLAGEN SOLUTION(PF)
610650	13	0	MICOPOL CME
610656	12	0	밀싹 Extract(HD)
610663	13	0	MICONIUM CTAC29
610684	12	0	메론 Extract(HD)
610687	4	1	NIACINAMIDE USP
610691	13	0	녹차추출물
610707	12	0	NATURAL CLEAN COMPLEX(H)
610712	12	0	NEOREX PGIS
610730	12	0	녹차 발효 Extract(HD)
610731	13	0	첫물차 파우더 P (10~20Mesh)
610750	12	0	OLIVEM 300
610760	13	0	오크라 추출물
610801	12	0	PURE DEFENCE COMPLEX(H)
610808	12	0	Plant Complex(H)
610811	13	0	PURPLE COSMI KC48315V
610828	12	0	페퍼민트 발효 Extract(HD)
610839	12	0	알래스카 빙하수-WP
610849	13	0	RED KT-68820
610860	13	0	로즈마리파우더 (구강)
610865	12	0	Saliguard Triol
610872	13	0	쌀추출물
610946	12	0	SJ-UNIJEL MS(P)
610958	12	0	SAFEELIA PORE REFINING BLEND
610965	12	0	시나몬 Extract(HD)
610971	12	0	Salacos PG-180
610979	12	0	SACHA INCHI EXTRA VIRGIN OIL-ORGANIC CERTI
610989	12	0	SEPICONTROL A5
610996	13	0	Squeeze Yellow Complex(HD)
611005	13	0	수련꽃 Extract(HD)
611016	12	0	Sprout Complex 3(CH)(HD)
611018	12	0	SOFTISAN 649
611034	13	0	탄산온천수
611097	4	1	WHITE FORMULAR K COMPLEX
611117	12	0	요구르트추출물
611118	12	0	양배추EXTRACT(HD)
611120	13	0	YELLOW FLOWER COMPLEX3(HD)
611198	3	1	AQUA LILY BP
611226	13	0	CLEANSING CARE B21187
611232	12	0	CALENDULA-33W
611242	12	0	CHAMOMILE OIL
611259	12	0	ESSENCE-427M
611268	13	0	FRAG-63190
611277	12	0	FRAG-41508  FRAG-37400 (HICC FREE) 개선 향
611390	12	0	PEACH-5194W
611396	12	0	PINK-355B
611408	13	0	Pack GS62864
611422	13	0	SHOWER-369B_아로마뱅크
611479	13	0	THYME OIL_아로마뱅크
611496	12	0	Genamin PQ 7C PF (조성비 자료 요청)
611514	13	0	히더추출물
611532	13	0	페라지탄산수(L)(HD)
611547	12	0	ATL Sphere Pink-4C(1825BR)
611548	12	0	ATL Sphere White-3B(1825BR)
611556	13	0	TPY-900
611578	12	0	GREEN TEA Z-46022210319
611585	13	0	OG 21 NAT
611603	12	0	KF-7312J
611632	12	0	SILSHINE 150
611644	13	0	MASK NA02831
611662	13	0	SUPER COLLAGEN(HD2)
611669	12	0	MAGNOLIA 5 NAT
611675	12	0	BAMBOO LF-51W
611689	13	0	[PF]SOY MILK LF-7251W
611712	13	0	Organic Virgin Hemp Seed Oil
611774	13	0	Hydrolyzed Conchiolin Protein HD
611781	12	0	FRAG-11775
611785	12	0	FRAG-11773
611787	12	0	TWICY 2733
611797	13	0	알로에추출물-WHD(P)
611798	13	0	ARTE-434W
611801	12	0	GREENISH BOX CSN009250(HICC FREE) 이름 변경 요망
611822	13	0	CARNIPURE CRYSTALLINE
611825	12	0	REALFERM-SS10 (단종제품)
611837	13	0	SAFRA 65834L
611899	13	0	다마스크장미꽃추출물(W)
611904	12	0	ARPEGE-803W_
611930	12	0	TEFLOSE
611936	13	0	SKIN CARE S1800996
611945	13	0	SPIRAEA EXUDACTIVE C
611946	12	0	KAHLWAX 7636
611957	13	0	AN-팔각회향추출물 PE
611958	13	0	AN-귀리가루추출물 PE
611959	13	0	AN-알로에베라잎추출물 PE
611961	13	0	AN-아르니카꽃추출물 PE
611962	13	0	AN-쓴쑥추출물 PE
611964	13	0	AN-망고추출물 PE
611965	13	0	AN-녹차추출물 PE
611966	13	0	AN-꿀추출물 PE
611967	13	0	AN-카렌듈라꽃추출물 PE
611968	13	0	AN-겐티아나추출물 PE
611969	13	0	AN-서양톱풀추출물 PE
611976	12	0	MAGNESIUM SULFATE HEPTAHYDRATE
610031	11	0	아세로라추출물
610048	11	0	AURUM Y-10(P)
610069	11	0	ANC Complex
610086	11	0	AGS-WM100C
610125	11	0	BSG-250
610164	11	0	블래더랙앨지추출물(H)
610187	11	0	청색1호
610203	11	0	콜로이달백금
610265	11	0	CRANBERRY EXTRACT(HD)
610322	11	0	돈피콜라겐-수
610443	11	0	GGL100
610493	11	0	HYALOVEIL-MPF
610505	11	0	KESTER WAX K82-P (HYDROXY POLYESTER)
610507	11	0	ICELAND GLACIER WATER(아이슬란드 빙하수)
610518	11	0	진주추출물
610575	11	0	꿀풀잎추출물(HD)
610579	11	0	금송뿌리추출물
610583	11	0	레몬추출물
610608	11	0	LANOL P ECAILLES
610662	11	0	MICONIUM STAC30
610708	11	0	NCOS WHITE COMPLEX(H)
610759	11	0	오디추출물-EHD
610877	11	0	사과추출물
610909	11	0	사과수-WP
610911	11	0	SIMULGEL EG
610970	11	0	SURFACTIN
610975	11	0	3-PHYTO COMPLEX
610983	11	0	쌀겨수(H)
611055	11	0	Tartaric Acid
611061	11	0	Tone-up dressing(HD)
611109	11	0	우엉추출물(HD)
611119	11	0	YARROW EXTRACT(HD-20)
611197	11	0	ARPEGE APW
611291	11	0	FRAG-80769
611303	2	1	GARDENIA LILY BP
611320	11	0	GOLD KIWI-966W
611324	11	0	GREEN TEA NR-50105
611339	11	0	HAN 14R-1W
611356	11	0	LASTIAN-91W
611383	11	0	MAU GIN-42W
611414	11	0	ROSE-554H
611430	11	0	SKINCARE GS42891
611455	11	0	SUMMER NAT
611462	11	0	SKIN CARE RA07348
611478	11	0	TZM-1W
611551	11	0	들깨 Extract(HD)
611610	11	0	자목련꽃추출물
611674	11	0	REALFERM-SS10
611707	11	0	ROSE EXTRACT HD
611713	11	0	흰목이버섯포자낭과추출물(N)
611736	11	0	HAZELNUT-673W
611737	11	0	포도주추출물(H)
611818	11	0	HP-AI28615
611870	11	0	SKINCARE GS96789
611938	11	0	HAIRCARE FKA00599
611995	11	0	COOLING AGENT WS-3
611998	11	0	TWINKLE TOMORROW CSN041123
610007	10	0	Aloe Leaf Juice Solution(상황버섯 균사체 발효알로에)
610101	10	0	벚꽃추출물
610133	10	0	Buriti Oil Refined
610136	10	0	BLACK C COMPLEX(HD)
610205	10	0	NATURAL COFFEE EXTRACT
610275	10	0	CIBAFAST H LIQUID
610291	10	0	Cats claw Extract(HD)
610319	10	0	딸기추출물
610328	10	0	DOUBLE COLLAGEN
610332	10	0	당나귀유솔루션(동키밀크)
610403	10	0	GREEN PURE COMPLEX(그린퓨어컴플렉스)
610447	10	0	Ghassoul Clay(moroccan lava clay)
610455	10	0	하이드로라이즈드콜라겐(파우더)
610487	10	0	흑설탕추출물(H)
610522	10	0	제주벗꽃추출물
610545	10	0	Jewelry complex(H)
610563	10	0	KEEP MOIST COMPLEX
610578	10	0	깔라만시 Extract(L)(HD)
610737	10	0	오이추출물
610741	10	0	오이추출물(PF)
610746	10	0	오배자추출물
610790	10	0	PHYTO OLIGO(HD)
610800	10	0	PHYTO HA(H)
610832	10	0	라임추출물
610853	10	0	RB-AMP COMPLEX-GS
610857	10	0	RB-CLEAN COMPLEX
610939	10	0	쑥파우더(BL)
610969	10	0	SY-Mixture
611013	10	0	SeraSilk PD 85
611014	10	0	STARPHERE S5-AP23
611063	10	0	유비퀴논
611073	10	0	Ubisome Q10 P1
611214	10	0	BERLINOISE AF 39567C
611243	10	0	CINNAMON-88W
611255	10	0	EN W_402141
611297	10	0	FRAG-66462
611351	10	0	JAUM-63W
611370	10	0	LAVENDER HP-AG24569
611423	10	0	SNAIL-85B
611444	10	0	SKIN CARE SCP 1609381
611509	10	0	아이슬란드 이끼 추출물(HD)
611518	10	0	BELSIL EG 6000
611561	10	0	HYALPOL SENSO
611572	10	0	TEGO SULFOSUCCINATE DO75
611598	10	0	PHYTOWAX 12L44
611618	10	0	베르가못 열매 추출물 IT (HD)
611625	10	0	Calamine D
611657	10	0	SKIN CARE EA10861
611677	10	0	PEACH-20W
611780	10	0	FRAG-11774
611796	10	0	들깨잎수-THD
611802	10	0	FRAG-11973
611808	10	0	GARDEN MINT-7W
611827	10	0	홍차수(SL-HD) (코딩번호 변경됨 이전611778)
611830	10	0	PRELUDE-134W
611831	10	0	ONE POT ANTIOXI-MM-EX
611856	10	0	FRAG-37399
611861	10	0	ALOE VERA HP-AI31241
611866	10	0	[PF]MAGNOLIA LF-316W
611867	10	0	INULIN-SC
611896	10	0	ORIENTAL ROSE 19C0559
611940	10	0	LAVENDER HP-AI33183
610088	9	0	AC-AZW50-1(50MESH)
610100	9	0	복숭아추출물
610135	9	0	보리 Extract(HD)
610142	9	0	BERACLAY DARK RED
610303	9	0	Chlorophylls Extract HD
610333	9	0	DOC COMPLEX
610355	9	0	DB-AN Complex I(H)
610390	9	0	FIRMING PLUS COMPLEX(H)
610416	9	0	GOLD VOLUME COMPLEX
610433	9	0	Gransil DMCM-5
610438	9	0	곡물파우더 COMPLEX 2
610475	9	0	홍차발효 EXTRACT(L)(HD)
610515	9	0	Ice Plant Extract(HD)
610628	9	0	마테잎추출물
610629	9	0	M-P
610643	9	0	몰약오일
610673	9	0	말리화꽃추출물
610683	9	0	Multi Soothing Complex-HD
610714	9	0	NA-BENZOATE
610717	9	0	난각막 Extract(HD)
610751	9	0	Orchid Extract(HD)
610804	9	0	PVA-205
610854	9	0	RB-CM 3 COMPLEX
610855	9	0	RB-CM 1 COMPLEX-GS
610856	9	0	RB-TN COMPLEX
610887	9	0	SYNCOLL PEPTIDE SOLUTION
610957	9	0	쑥오일(Mugwort Oil)
611000	9	0	SOFTIGEN 767
611019	9	0	TREHA
611020	9	0	탄력마스크(COMPLEX)
611077	9	0	유기농 페퍼민트잎
611103	9	0	월귤나무 EXTRACT (HD)
611121	9	0	YELLOW CLAY
611186	9	0	옥정수(HD)
611195	9	0	APPLE WING FJ7016221
611206	9	0	ALOE-616W
611207	9	0	AIR LILY AF 54639B
611209	9	0	BODYCARE 77366
611237	9	0	CACAO CHOCOLATE HP-AF23841
611238	9	0	CK ONE-28M
611240	9	0	CUCUMBER-802W
611262	9	0	EMA 4 NAT
611289	9	0	FRAG-64906
611296	9	0	FRESH FLORAL 7P02896
611300	9	0	FRESH FLORAL 15P04358R
611340	9	0	HAN-13W
611352	9	0	JEJU-94W
611367	9	0	LAVENDER-55W
611372	9	0	LYCHEE-45W
611404	9	0	PACK GS80727
611406	9	0	PACK GS80789
611407	9	0	PACK GS81737
611441	9	0	SKIN CARE SCP 1610522
611457	9	0	SKIN CARE RA06324
611458	9	0	SKIN CARE RA06332
611459	9	0	SKIN CARE SCP 1609201
611464	9	0	SKIN CARE RA10418
611475	9	0	SKIN CARE EA06616
611477	9	0	TOMATO-83W
611480	9	0	Twinkle Parade CSN030058
611486	9	0	WATERMELON BP 1506172
611506	9	0	PACK GS85940
611565	9	0	AT Mucogel_Red
611568	9	0	LexFeel WOW-DT
611595	9	0	BELSIL DMC 6038
611606	9	0	Crystal Complex
611663	9	0	Structurine GLY(NEW)
611672	9	0	K-SAM GE-500F
611680	9	0	YUZA GS95404
611706	9	0	SKIN CARE NA05108
611743	9	0	쌀겨300
611771	9	0	금감열매추출물
611909	9	0	PARSOL HMS
611913	9	0	UVINUL MC80
611932	9	0	LAPB
610005	7	0	ARGEL PINK RAW EARTH MINERAL
610009	7	0	APPLEMINT EXTRACT(애플민트추출물)
610067	7	0	ATL Sphere Ivory (MD6BR)
610106	8	0	BEAUTY BLACK
610114	8	0	바다소금 추출물
610146	8	0	베르가못 열매 Extract(HD)
610147	8	0	BRB-6341
610151	8	0	보리추출물(L)(H)
610163	8	0	Baby Ato complex(H)
610165	7	0	BLONDIEE BRILLIANT GREEN 7981S
610183	7	0	혼합초록
610184	7	0	황색5호
610195	8	0	CARBOPOL UTRA Z-10(ULTEZ 10)
610231	8	0	COLORLETS-YELLOW(HG)(20-30mesh)
610240	7	0	CROCODILE OIL
610251	7	0	콜라겐추출물(OL)
610259	7	0	Cellactive-Hydro
610260	8	0	Cellactive-White
610274	7	0	COMFREY LIPQUID B
610278	7	0	CELL SOURCE
610296	7	0	CRANBERRY EXFOLIATOR 500
610310	7	0	Calolite LP
610324	7	0	DRAGONS BLOOD SOLUTION(P)
610347	7	0	당근 Extract(HD)
610349	7	0	DM-45
610411	8	0	검은깨 추출수-WP
610427	7	0	고삼엑스(HD)
610430	7	0	게르마늄 Water(HD)
610434	7	0	과라나씨추출물(H)
610436	8	0	감국캘러스배양추출물(H)
610457	8	0	화산재추출물
610462	7	0	HAC-1.0
610488	8	0	호로파씨 Extract(HD)
610504	8	0	해마 추출물(HD)
610514	8	0	INNO GUARD 2000
610523	7	0	제주감자추출물
610546	8	0	지모 EXTRACT(HD)
610550	7	0	JURYMER AC-10H
610602	8	0	레몬그라스추출물(H)
610603	7	0	LAPONITE XLG
610605	8	0	LAWNGREEN COSMI KC48305PB
610606	8	0	LIGHT GREEN COSMI KC48336PB
610625	7	0	MANUKA HONEY EXTRACT
610636	7	0	모공다운콤플렉스
610640	8	0	MICOLIN A 526
610641	8	0	MICOLIN ES 528
610664	8	0	MICONIUM PQ10-J3000
610675	8	0	망고스틴Extract(HD)
610705	8	0	NCOS RM COMPLEX(H)
610706	8	0	NCOS LM COMPLEX(H)
610715	8	0	녹차추출물분말-씨에이
610784	7	0	PHOENOMULSE 100
610793	8	0	포도 추출물
610797	8	0	Passion Fruit Oil Refined
610812	8	0	PVP VA 64P
610816	8	0	PROPOL ISLB
610838	8	0	REAL COCONUT-PA
610842	7	0	ROSE WATER(CM)2
610850	8	0	로즈 플라워 페탈
610859	8	0	RED KT-96208F-008
610861	8	0	Red Swiftlet Nest Extract HD
610900	7	0	SHEEP PLACENTA
610905	7	0	사과 수-PA
610936	7	0	SILSOFT E-PEARL PMF
610938	7	0	SHARON MICRO GOLD 7000M
610953	7	0	Soya SPL 95H
610967	8	0	Swiss Alpine Herb
610984	8	0	SLIMMING COMPLEX
611006	8	0	시넨스국화꽃 Extract(HD)
611049	7	0	토르말린추출물(HD)(TOURMALINE EXTRACT(HD))
611052	7	0	타히보껍질 EXTRACT(HD)
611054	7	0	TEGOCARE CG90
611062	7	0	TIMIRON SYNBEAM RED
611094	8	0	VC-PMG C
611100	7	0	위치하젤껍질잎잔가지추출물
611123	8	0	YAM EXTRACT (HD)
611200	7	0	RAPE HONEY-24W
611202	7	0	AMAZING EMOTION CSN009277
611203	8	0	ARTE-100W
611211	8	0	BAMBOO-36W
611217	8	0	BETWEEN GLOW CSN009253
611218	7	0	BANANA MILK-821W
611223	8	0	BLACK ORCHID HP-AF23844
611224	8	0	Begonia CO53612E
611229	8	0	CUCUMBER-192B
611230	7	0	COCONUT-112W
611231	7	0	CHERRY BLOSSOM-07W
611233	8	0	CAMELLIA-93W
611235	7	0	CHOCO-442W
611239	7	0	CITRUS-28760
611247	8	0	DRAGON BLOOD-19W
611250	7	0	DR 3 NAT
611263	7	0	ELODIE DV 9893_D
611265	7	0	FRAG-32963
611287	8	0	FRAG-50867
611301	8	0	GREEN TEA Z-460222103
611316	7	0	GREENISH BOX CSN009250
611319	8	0	GS62938
611323	7	0	86389003 Green Tea
611335	7	0	HONEY-31604W
611338	7	0	HAN 13R-2W
611343	8	0	HONEY BUTTER-281B
611345	8	0	HRB-89W
611347	8	0	ICE PLANT-16W
611348	7	0	INTO ROMANCE CSN009249
611371	8	0	LYCHEE MANGO FRA HP 1507261
611373	8	0	MAGIC SPELL-1B
611374	8	0	MAGNOLIA-587W
611381	7	0	MA-3W
611382	8	0	MANGO-72L
611386	7	0	OTM-583W
611388	8	0	Oriental wood 16C0443
611393	8	0	PINEAPPLE-712W
611400	7	0	PF-311016
611402	8	0	PEAR-135W
611403	8	0	PACK GS80728
611409	8	0	PACK GS80680
611416	7	0	RCF 4 NAT
611419	7	0	SET-0255W
611435	7	0	SKIN CARE SCP 1609105
611437	7	0	SKIN CARE SCP 1610417
611438	7	0	SKIN CARE SCP 1610420
611439	7	0	SKIN CARE SCP 1610414
611440	7	0	SKIN CARE SCP 1610334
611445	7	0	SKIN CARE SCP1609433
611451	8	0	SKIN CARE SCP 1612344
611452	8	0	SKIN CARE SCP 1612424
611456	8	0	STRAWBERRY-805L
611460	7	0	SKIN CARE ANC0207
611461	8	0	SKIN CARE RA06318
611463	8	0	SKIN CARE ANC0217
611468	8	0	SKIN CARE EA04609
611474	8	0	SKIN CARE EA04222
611482	8	0	VANILLA BW-4B
611489	8	0	YUZA-671W
611493	7	0	[PF]JEJU-284W
611503	8	0	분홍바늘꽃 추출물 (HD)
